Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
2600 BLOCK OF NE MARTIN LUTHER KING JR BLVD                                                                       ,18-69712,Property,Eliot,3/1/2018,3/1/2018,1836,Larceny Offenses,1,Shoplifting
600 BLOCK OF SW CAMPUS DR                                                                                        ,18-680414,Property,Homestead,2/23/2018,2/1/2018,740,Larceny Offenses,1,Theft From Motor Vehicle
600 BLOCK OF SW CAMPUS DR                                                                                        ,18-680412,Property,Homestead,2/28/2018,2/1/2018,1030,Larceny Offenses,1,Theft From Motor Vehicle
600 BLOCK OF SW CAMPUS DR                                                                                        ,18-680413,Property,Homestead,2/22/2018,2/1/2018,530,Larceny Offenses,1,Theft From Motor Vehicle
7500 BLOCK OF SW BARBUR BLVD                                                                                      ,18-73434,Property,Hillsdale,3/4/2018,3/1/2018,2054,Extortion/Blackmail,1,Extortion/Blackmail
0 BLOCK OF NW 2ND AVE                                                                                          ,18-903358,Property,Old Town/Chinatown,2/14/2018,2/1/2018,1755,Larceny Offenses,1,Theft From Motor Vehicle
15900 BLOCK OF SE DIVISION ST                                                                                      ,18-34673,Property,Centennial,1/30/2018,1/1/2018,2034,Larceny Offenses,1,Shoplifting
15900 BLOCK OF SE DIVISION ST                                                                                      ,18-34673,Property,Centennial,1/30/2018,1/1/2018,2034,Vandalism,1,Vandalism
900 BLOCK OF SE REYNOLDS ST                                                                                      ,18-33994,Property,Brooklyn,1/30/2018,1/1/2018,0,Vandalism,1,Vandalism
10100 BLOCK OF SE DIVISION ST                                                                                      ,18-36283,Property,Powellhurst-Gilbert,1/31/2018,1/1/2018,1830,Vandalism,1,Vandalism
4000 BLOCK OF NE SANDY BLVD                                                                                       ,18-57192,Property,Hollywood,2/17/2018,2/1/2018,2300,Burglary,1,Burglary
100 BLOCK OF N MORRIS ST                                                                                         ,18-65879,Property,Eliot,2/26/2018,2/1/2018,1530,Vandalism,1,Vandalism
NE STANTON ST / NE 122ND AVE,18-70906,Property,Russell,3/2/2018,3/1/2018,1819,Larceny Offenses,1,Theft From Motor Vehicle
10400 BLOCK OF SE SCHILLER ST                                                                                      ,18-70797,Society,Lents,2/9/2018,2/1/2018,1613,Pornography/Obscene Material,1,Pornography/Obscene Material
4400 BLOCK OF NE 158TH AVE                                                                                        ,18-71772,Property,Wilkes,3/2/2018,3/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
2900 BLOCK OF N HALLECK ST                                                                                        ,18-903357,Property,Kenton,3/3/2018,3/1/2018,2330,Larceny Offenses,1,All Other Larceny
4200 BLOCK OF NE HALSEY ST                                                                                        ,18-71420,Property,Hollywood,3/3/2018,3/1/2018,455,Larceny Offenses,1,All Other Larceny
1400 BLOCK OF SW HALL ST                                                                                          ,18-71850,Property,Goose Hollow,3/2/2018,3/1/2018,2200,Larceny Offenses,1,Theft From Motor Vehicle
17100 BLOCK OF SE POWELL BLVD                                                                                      ,18-70791,Property,Centennial,3/2/2018,3/1/2018,1644,Larceny Offenses,1,Shoplifting
,18-X5047577,Society,Powellhurst-Gilbert,3/5/2018,3/1/2018,2016,Weapon Law Violations,1,Weapons Law Violations
SE 36TH AVE / SE TAYLOR ST,18-73939,Society,Sunnyside,3/5/2018,3/1/2018,1004,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
,18-X5031002,Property,Creston-Kenilworth,2/7/2018,2/1/2018,146,Vandalism,1,Vandalism
100 BLOCK OF SE 151ST AVE                                                                                        ,18-903407,Property,Glenfair,3/3/2018,3/1/2018,1040,Larceny Offenses,1,All Other Larceny
2700 BLOCK OF NW SAVIER ST                                                                                        ,18-903522,Property,Northwest,3/4/2018,3/1/2018,2105,Larceny Offenses,1,Theft From Motor Vehicle
10100 BLOCK OF SE MARKET ST                                                                                        ,18-903480,Property,Hazelwood,3/3/2018,3/1/2018,1600,Larceny Offenses,1,Theft From Motor Vehicle
7200 BLOCK OF N INTERSTATE AVE                                                                                    ,18-903652,Property,Arbor Lodge,2/28/2018,2/1/2018,730,Vandalism,1,Vandalism
9600 BLOCK OF SW 4TH AVE                                                                                          ,18-903575,Property,Collins View,3/6/2018,3/1/2018,703,Fraud Offenses,1,Identity Theft
UNKNOWN ADDRESS,18-903690,Property,,2/27/2018,2/1/2018,940,Fraud Offenses,1,Credit Card/ATM Fraud
UNKNOWN ADDRESS,18-903690,Property,,2/27/2018,2/1/2018,940,Fraud Offenses,1,Identity Theft
8300 BLOCK OF N INTERSTATE AVE                                                                                    ,18-77706,Property,Kenton,3/8/2018,3/1/2018,300,Motor Vehicle Theft,1,Motor Vehicle Theft
2900 BLOCK OF NW THURMAN ST                                                                                       ,18-903670,Property,Northwest,2/5/2018,2/1/2018,1630,Larceny Offenses,1,All Other Larceny
3200 BLOCK OF SE 10TH AVE                                                                                         ,18-75733,Property,Brooklyn,3/6/2018,3/1/2018,930,Burglary,1,Burglary
3100 BLOCK OF SE 166TH AVE                                                                                        ,18-77747,Property,Centennial,3/7/2018,3/1/2018,2330,Motor Vehicle Theft,1,Motor Vehicle Theft
,18-X5050285,Property,Hazelwood,3/8/2018,3/1/2018,1715,Burglary,1,Burglary
17100 BLOCK OF SE MARKET ST                                                                                        ,18-76435,Property,Centennial,3/6/2018,3/1/2018,1800,Larceny Offenses,1,Theft From Motor Vehicle
NW 1ST AVE / W BURNSIDE ST,18-43679,Property,Old Town/Chinatown,2/7/2018,2/1/2018,254,Robbery,1,Robbery
6000 BLOCK OF N LOMBARD ST                                                                                        ,18-43996,Property,University Park,2/6/2018,2/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
UNKNOWN ADDRESS,18-901999,Property,,2/3/2018,2/1/2018,1700,Larceny Offenses,1,Theft From Motor Vehicle
400 BLOCK OF NE EMERSON ST                                                                                       ,18-79229,Property,King,3/9/2018,3/1/2018,1635,Larceny Offenses,1,All Other Larceny
4100 BLOCK OF SE 79TH AVE                                                                                         ,18-903788,Property,Foster-Powell,3/9/2018,3/1/2018,1715,Larceny Offenses,1,Theft From Motor Vehicle
5000 BLOCK OF NE ALBERTA CT                                                                                       ,18-80525,Property,Cully,3/10/2018,3/1/2018,1741,Vandalism,1,Vandalism
700 BLOCK OF NE MARTIN LUTHER KING JR BLVD                                                                       ,18-903745,Property,Lloyd,3/7/2018,3/1/2018,835,Larceny Offenses,1,Theft From Building
NE THOMPSON ST / NE 80TH AVE,18-903753,Property,Madison South,3/8/2018,3/1/2018,2300,Larceny Offenses,1,Theft From Motor Vehicle
700 BLOCK OF SW 9TH AVE                                                                                          ,18-81572,Property,Downtown,3/11/2018,3/1/2018,1720,Motor Vehicle Theft,1,Motor Vehicle Theft
NE LLOYD BLVD / NE 9TH AVE,18-902043,Property,Lloyd,2/3/2018,2/1/2018,2300,Larceny Offenses,1,Theft From Motor Vehicle
0 BLOCK OF NW 3RD AVE                                                                                          ,18-903422,Property,Old Town/Chinatown,3/2/2018,3/1/2018,2330,Larceny Offenses,1,Theft From Building
2000 BLOCK OF NE 77TH AVE                                                                                         ,18-76940,Property,Madison South,3/7/2018,3/1/2018,800,Burglary,1,Burglary
500 BLOCK OF NW PARK AVE                                                                                         ,18-40093,Property,Pearl,2/4/2018,2/1/2018,240,Larceny Offenses,1,Theft From Motor Vehicle
300 BLOCK OF SW 4TH AVE                                                                                          ,18-37496,Property,Downtown,2/2/2018,2/1/2018,554,Motor Vehicle Theft,1,Motor Vehicle Theft
3900 BLOCK OF SE MALL ST                                                                                          ,18-40424,Property,Creston-Kenilworth,2/2/2018,2/1/2018,730,Motor Vehicle Theft,1,Motor Vehicle Theft
6400 BLOCK OF N LOMBARD ST                                                                                        ,18-37944,Property,University Park,2/1/2018,2/1/2018,2200,Vandalism,1,Vandalism
4500 BLOCK OF SE 28TH AVE                                                                                         ,18-41581,Property,Reed,2/5/2018,2/1/2018,950,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
9000 BLOCK OF N IVANHOE ST                                                                                        ,18-42306,Property,Cathedral Park,2/5/2018,2/1/2018,1700,Larceny Offenses,1,All Other Larceny
1800 BLOCK OF SW 4TH AVE                                                                                          ,18-42378,Property,Downtown,2/5/2018,2/1/2018,1530,Burglary,1,Burglary
6600 BLOCK OF SW CAPITOL HWY                                                                                      ,18-903432,Property,Hillsdale,3/3/2018,3/1/2018,1738,Vandalism,1,Vandalism
100 BLOCK OF NE 11TH AVE                                                                                         ,18-903539,Property,Kerns,3/4/2018,3/1/2018,2100,Larceny Offenses,1,Theft From Motor Vehicle
900 BLOCK OF SE MARKET ST                                                                                        ,18-903606,Property,Hosford-Abernethy,3/6/2018,3/1/2018,900,Fraud Offenses,1,Identity Theft
900 BLOCK OF SE MARKET ST                                                                                        ,18-903606,Property,Hosford-Abernethy,3/6/2018,3/1/2018,900,Larceny Offenses,1,Theft From Building
,18-X5049149,Property,Roseway,3/8/2018,3/1/2018,30,Larceny Offenses,1,All Other Larceny
,18-X5049149,Property,Roseway,3/8/2018,3/1/2018,30,Vandalism,1,Vandalism
9800 BLOCK OF N IVANHOE ST                                                                                        ,18-903603,Property,St Johns,3/6/2018,3/1/2018,545,Larceny Offenses,1,All Other Larceny
NE 42ND AVE / NE HALSEY ST,18-903633,Property,Hollywood,3/7/2018,3/1/2018,954,Fraud Offenses,1,Identity Theft
NE 42ND AVE / NE HALSEY ST,18-903633,Property,Hollywood,3/7/2018,3/1/2018,954,Larceny Offenses,1,All Other Larceny
NE 44TH AVE / NE GLISAN ST,18-903681,Property,Laurelhurst,3/8/2018,3/1/2018,400,Larceny Offenses,1,Theft From Motor Vehicle
800 BLOCK OF SW BROADWAY                                                                                         ,18-78860,Property,Downtown,3/9/2018,3/1/2018,1120,Robbery,1,Robbery
4400 BLOCK OF NE GOING ST                                                                                         ,18-75103,Property,Cully,3/5/2018,3/1/2018,1900,Burglary,1,Burglary
200 BLOCK OF NW 13TH AVE                                                                                         ,18-75387,Property,Pearl,3/5/2018,3/1/2018,1149,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
